program,type,fy,state_abbr,GEOID,NAME,population,B01003_001M,mhi,B19013_001M,below_poverty,B17001_002M,white_non_hispanic,B03002_003M,pct_below_poverty,pct_poc,place_name
DW,srf,23,NY,3612111,"Canajoharie village, New York",1916,334,64561,10376,315,233,1721,324,16.440501043841333,10.177453027139876,Canajoharie
DW,srf,23,NJ,3448690,"Mount Arlington borough, New Jersey",5863,28,95431,23573,230,169,4464,380,3.9229063619307523,23.86150434930923,Mount Arlington
DW,srf,23,NJ,3469810,"Spotswood borough, New Jersey",8136,24,100781,12601,157,65,6097,374,1.9296951819075714,25.061455260570312,Spotswood
DW,srf,23,MO,2934228,"Iberia city, Missouri",579,233,53077,15684,60,48,572,233,10.362694300518134,1.2089810017271105,Iberia
DW,srf,23,VA,5149464,"Marion town, Virginia",5722,26,37337,5476,1082,279,5009,186,18.909472212513105,12.460678084585808,Marion
DW,srf,23,WI,5586725,"Whitehall city, Wisconsin",1565,190,56894,8035,126,64,1317,159,8.051118210862619,15.846645367412137,Whitehall
DW,srf,23,IL,1758408,"Pecatonica village, Illinois",2141,386,69250,13975,117,65,1926,368,5.4647361046240075,10.042036431574033,Pecatonica
DW,srf,23,MN,2725604,"Greenbush city, Minnesota",677,117,55625,4105,33,18,591,107,4.874446085672083,12.703101920236335,Greenbush
DW,srf,23,VA,5169936,"St. Paul town, Virginia",1129,219,24886,14447,428,171,1066,208,37.9096545615589,5.580159433126667,St. Paul
DW,srf,23,SD,4607580,"Brookings city, South Dakota",23530,25,57824,5271,3356,619,20263,272,14.262643433914151,13.884402889927756,Brookings
DW,srf,23,IL,1761977,"Prophetstown city, Illinois",1696,226,65250,12785,160,81,1601,220,9.433962264150944,5.601415094339629,Prophetstown
DW,srf,23,PA,4200820,"Aliquippa city, Pennsylvania",9198,24,42601,8409,2145,466,5175,500,23.320287018917156,43.737769080234834,Aliquippa
DW,srf,23,GA,1339244,"Hogansville city, Georgia",3240,21,44712,14531,589,248,1817,337,18.179012345679013,43.91975308641975,Hogansville
DW,srf,23,IL,1734449,"Heyworth village, Illinois",2725,305,83462,14697,243,117,2480,291,8.917431192660551,8.990825688073386,Heyworth
DW,srf,23,OK,4018950,"Custer City town, Oklahoma",582,196,59375,16494,92,48,471,200,15.807560137457044,19.072164948453604,Custer City
DW,srf,23,SD,4611380,"Chancellor town, South Dakota",354,63,60625,15036,64,38,328,67,18.07909604519774,7.344632768361578,Chancellor
DW,srf,23,OR,4105350,"Beaverton city, Oregon",97554,86,88899,3397,10378,1274,59104,1526,10.638210632060192,39.41406810586957,Beaverton
DW,srf,23,RI,4449960,"Newport city, Rhode Island",25087,23,81330,4317,2979,480,19003,574,11.87467612707777,24.25160441663013,Newport
DW,srf,23,IL,1742184,"LaSalle city, Illinois",9562,193,49583,7764,1840,432,6939,539,19.24283622673081,27.431499686258107,LaSalle
DW,srf,23,VA,5164880,"Pulaski town, Virginia",8982,53,55213,6200,1994,459,7656,248,22.199955466488532,14.762859051436209,Pulaski
DW,srf,23,MS,2811100,"Canton city, Mississippi",10951,40,33411,5531,3272,786,1931,418,29.878549904118344,82.36690713176878,Canton
DW,srf,23,LA,2233210,"Harrisonburg village, Louisiana",278,137,NA,NA,59,39,240,136,21.223021582733814,13.669064748201436,Harrisonburg
DW,srf,23,TX,4822660,"Edinburg city, Texas",100964,47,54139,4190,24703,2584,8519,1433,24.467136801236084,91.56233905154312,Edinburg
DW,srf,23,LA,2274060,"Sunset town, Louisiana",3006,22,55326,17241,647,308,1417,351,21.523619427811045,52.86094477711244,Sunset
DW,srf,23,AZ,0420050,"Douglas city, Arizona",16301,25,41594,4426,3799,683,1737,306,23.30531869210478,89.34421201153303,Douglas
DW,srf,23,CA,0656196,"Paynes Creek CDP, California",37,35,21648,8632,0,13,25,29,0,32.432432432432435,Paynes Creek
DW,srf,23,OH,3930506,"Glenmont village, Ohio",295,100,53906,15560,9,8,276,94,3.050847457627119,6.440677966101688,Glenmont
DW,srf,23,CO,0820000,"Denver city, Colorado",710800,NA,85853,1295,81703,4071,382813,1239,11.494513224535734,46.14335959482273,Denver
DW,srf,23,AL,0126896,"Florence city, Alabama",40781,50,47048,4142,7663,762,28928,741,18.790613275790196,29.06500576248743,Florence
DW,srf,23,IN,1845990,"Madison city, Indiana",12301,24,53113,6895,2074,517,10953,211,16.86041785220714,10.95845866189741,Madison
DW,srf,23,IN,1809874,"Cambridge City town, Indiana",1476,243,46694,4737,284,133,1424,238,19.241192411924118,3.5230352303523063,Cambridge City
DW,srf,23,SD,4669300,"Watertown city, South Dakota",22718,26,61320,4847,2732,475,20350,248,12.025706488247206,10.423452768729646,Watertown
DW,srf,23,WY,5635335,"Hanna town, Wyoming",734,260,54634,6717,100,57,623,233,13.623978201634879,15.12261580381471,Hanna
DW,srf,23,CO,0856420,"Ouray city, Colorado",1007,227,68750,16479,45,32,880,234,4.468718967229394,12.611717974180735,Ouray
DW,srf,23,TX,4801852,"Alice city, Texas",17916,343,43017,4403,4882,972,1760,371,27.249386023665995,90.17637865594999,Alice
DW,srf,23,PA,4240272,"Knox borough, Pennsylvania",1063,202,51023,17018,222,95,1013,208,20.884289746001883,4.703668861712146,Knox
DW,srf,23,WI,5503825,"Augusta city, Wisconsin",1254,192,50243,3274,151,59,1119,169,12.041467304625199,10.765550239234443,Augusta
DW,srf,23,OH,3980304,"Wadsworth city, Ohio",24073,29,72325,9899,2066,672,22742,312,8.582229053296224,5.529015909940597,Wadsworth
DW,srf,23,IA,1953355,"Monroe city, Iowa",1889,317,83362,13163,101,58,1851,308,5.346744309158285,2.011646373742721,Monroe
DW,srf,23,OH,3908812,"Brilliant CDP, Ohio",1068,269,47727,12781,170,91,1034,258,15.917602996254681,3.183520599250926,Brilliant
DW,srf,23,OK,4051300,"Newkirk city, Oklahoma",1892,136,48839,4566,267,51,1370,129,14.112050739957716,27.58985200845666,Newkirk
DW,srf,23,GA,1320932,"Cumming city, Georgia",7371,25,71855,25746,1251,372,4989,502,16.971916971916972,32.31583231583231,Cumming
DW,srf,23,FL,1238250,"Lakeland city, Florida",114404,69,58290,1732,15197,1422,66004,1642,13.283626446627741,42.306213069473095,Lakeland
DW,srf,23,CO,0810105,"Buena Vista town, Colorado",2887,14,58168,9450,340,200,2770,91,11.776931070315207,4.052649809490816,Buena Vista
DW,srf,23,MN,2713924,"Crosby city, Minnesota",2519,309,42973,6381,468,150,2236,297,18.578801111552202,11.234616911472813,Crosby
DW,srf,23,MN,2701684,"Annandale city, Minnesota",3351,25,51525,17483,428,205,3086,168,12.772306774097283,7.908087138167701,Annandale
DW,srf,23,FL,1218875,"Eagle Lake city, Florida",3111,35,71705,14941,284,178,2066,379,9.128897460623593,33.590485374477666,Eagle Lake
DW,srf,23,AK,0224230,"Fairbanks city, Alaska",32496,58,69914,3233,2894,514,18674,991,8.90571147218119,42.53446578040374,Fairbanks
DW,srf,23,OR,4170200,"Stayton city, Oregon",8210,22,72639,10503,750,396,6191,435,9.135200974421437,24.591961023142503,Stayton
DW,srf,23,CA,0686944,"Yreka city, California",7833,57,46387,5701,1636,538,5607,339,20.885995148729734,28.41823056300268,Yreka
DW,srf,23,KS,2005500,"Belle Plaine city, Kansas",1445,257,58750,11768,208,143,1303,232,14.394463667820071,9.826989619377159,Belle Plaine
DW,srf,23,KS,2036550,"Kensington city, Kansas",534,149,52188,24342,29,22,503,144,5.430711610486892,5.805243445692881,Kensington
DW,srf,23,OH,3958982,"Ottawa village, Ohio",4447,17,61379,9677,451,169,3708,189,10.141668540589162,16.617944681807955,Ottawa
DW,srf,23,AZ,0408220,"Bullhead City city, Arizona",41593,48,47129,4100,7814,926,28244,1080,18.78681508907749,32.094342798066975,Bullhead City
DW,srf,23,IA,1946605,"Lost Nation city, Iowa",407,109,46250,15434,38,24,400,108,9.336609336609335,1.7199017199017135,Lost Nation
DW,srf,23,VA,5177568,"Tappahannock town, Virginia",1919,300,40703,7435,699,222,889,198,36.42522146951537,53.673788431474726,Tappahannock
DW,srf,23,ID,1666340,"Rathdrum city, Idaho",9556,33,80934,8675,689,287,8323,312,7.210129761406446,12.902888237756386,Rathdrum
DW,srf,23,TX,4872284,"Terrell city, Texas",18001,32,61513,3083,3110,690,7284,805,17.27681795455808,59.5355813565913,Terrell
DW,srf,23,OH,3933096,"Hamler village, Ohio",577,162,55750,19374,118,85,480,148,20.45060658578856,16.811091854419416,Hamler
DW,srf,23,FL,1233700,"Indiantown village, Florida",6624,19,47627,4933,2156,782,1243,450,32.54830917874396,81.23490338164251,Indiantown
DW,srf,23,CA,0639710,"Lakeport city, California",5014,21,61100,16111,542,249,3966,290,10.809732748304747,20.90147586757081,Lakeport
DW,srf,23,CO,0870250,"Silver Cliff town, Colorado",735,197,35583,8759,118,75,695,192,16.054421768707485,5.442176870748298,Silver Cliff
DW,srf,23,AZ,0458150,"Queen Creek town, Arizona",61788,44,127182,5387,2444,738,44156,1736,3.9554606072376512,28.536285362853633,Queen Creek
DW,srf,23,FL,1253875,"Palatka city, Florida",10471,18,30945,3807,2890,598,5044,565,27.600038200744915,51.82886066278292,Palatka
DW,srf,23,PA,4253248,"New Bethlehem borough, Pennsylvania",845,163,36103,16502,234,90,787,160,27.692307692307693,6.863905325443781,New Bethlehem
DW,srf,23,OR,4105800,"Bend city, Oregon",99442,69,82671,5265,9424,1531,82949,1205,9.476880995957442,16.58554735423664,Bend
DW,srf,23,MT,3050200,"Missoula city, Montana",74627,41,59783,4041,10523,1021,64162,853,14.100794618569687,14.023074758465441,Missoula
DW,srf,23,PA,4261000,"Pittsburgh city, Pennsylvania",303843,92,60187,1706,54691,2306,191623,2082,17.999756453168246,36.93354791783915,Pittsburgh
DW,srf,23,WI,5501725,"Amery city, Wisconsin",2959,15,71111,5071,166,105,2878,53,5.610003379520108,2.737411287597155,Amery
DW,srf,23,MN,2711800,"Clearwater city, Minnesota",1734,200,72411,10128,111,46,1604,198,6.401384083044983,7.497116493656293,Clearwater
DW,srf,23,WI,5531675,"Gresham village, Wisconsin",593,136,43523,8721,87,65,363,79,14.67116357504216,38.7858347386172,Gresham
DW,srf,23,NV,3228900,"Goldfield CDP, Nevada",212,92,NA,NA,24,16,144,71,11.320754716981133,32.075471698113205,Goldfield
DW,srf,23,WI,5586400,"Weyauwega city, Wisconsin",1857,245,61316,6180,205,81,1791,238,11.039310716208938,3.554119547657507,Weyauwega
DW,srf,23,IL,1708303,"Brimfield village, Illinois",695,144,58750,8596,63,41,658,139,9.06474820143885,5.3237410071942435,Brimfield
DW,srf,23,IL,1749191,"Milledgeville village, Illinois",1148,198,54583,8071,195,147,1109,194,16.986062717770032,3.397212543554005,Milledgeville
DW,srf,23,FL,1245000,"Miami city, Florida",443665,68,54858,1367,87381,4101,53010,2142,19.695265571996888,88.05179583694905,Miami
DW,srf,23,AZ,0428195,"Golden Valley CDP, Arizona",7900,753,45427,10216,1792,535,6527,780,22.68354430379747,17.37974683544303,Golden Valley
DW,srf,23,AZ,0422360,"Eloy city, Arizona",16075,32,57364,9011,1798,501,5150,632,11.1850699844479,67.96267496111975,Eloy
DW,srf,23,AR,0513750,"Chidester city, Arkansas",397,217,22167,10863,168,157,67,40,42.31738035264483,83.123425692695207,Chidester
DW,srf,23,GA,1347252,"Lone Oak town, Georgia",182,131,NA,NA,85,113,177,129,46.7032967032967,2.7472527472527446,Lone Oak
DW,srf,23,CA,0638422,"Keyes CDP, California",5827,1039,57710,13162,1600,989,1051,298,27.458383387678047,81.96327441221898,Keyes
DW,srf,23,AL,0177256,"Tuscaloosa city, Alabama",105797,54,47257,2408,21630,2049,51406,1533,20.44481412516423,51.41072053082791,Tuscaloosa
DW,srf,23,MA,2507000,"Boston city, Massachusetts",665945,76,89212,2101,109706,3912,294226,2408,16.473732815773072,55.818273280826496,Boston
DW,srf,23,AL,0159472,"Phenix City city, Alabama",38413,37,46944,3475,9619,1517,15482,943,25.04100174420118,59.69593627157473,Phenix City
DW,srf,23,MA,2530420,"Holbrook CDP, Massachusetts",11338,31,96920,15324,832,354,8276,599,7.338154877403421,27.006526724289998,Holbrook
DW,srf,23,CA,0641110,"Lemon Cove CDP, California",498,305,NA,NA,197,270,289,151,39.558232931726906,41.967871485943775,Lemon Cove
DW,srf,23,VA,5141272,"Jonesville town, Virginia",1259,409,16830,3072,699,334,1228,403,55.52025416997617,2.46227164416203,Jonesville
DW,srf,23,MA,2509000,"Brockton city, Massachusetts",104713,52,74016,3413,13286,1422,30402,1852,12.688013904672774,70.96635565784572,Brockton
DW,srf,23,NH,3345380,"Marlborough CDP, New Hampshire",991,240,62950,19580,97,58,951,236,9.788092835519677,4.036326942482333,Marlborough
DW,srf,23,MA,2573930,"Webster CDP, Massachusetts",12264,614,59375,5515,2142,449,8126,758,17.465753424657535,33.74103065883888,Webster
DW,srf,23,MA,2550285,"Norwood CDP, Massachusetts",31343,59,98653,7461,2337,693,23115,933,7.456210318093354,26.251475608588834,Norwood
DW,srf,23,CO,0884440,"Wheat Ridge city, Colorado",32263,40,79567,5223,3778,622,24033,871,11.710008368719587,25.509097108142456,Wheat Ridge
DW,srf,23,MA,2506050,"Blandford CDP, Massachusetts",349,107,90865,34805,2,3,342,107,0.5730659025787965,2.0057306590257866,Blandford
DW,srf,23,MA,2523000,"Fall River city, Massachusetts",93638,35,52734,3611,18216,1718,66059,1609,19.453640615989233,29.452786261987654,Fall River
DW,srf,23,MN,2737448,"Litchfield city, Minnesota",6598,24,60804,11098,506,177,5997,152,7.6689906032130954,9.108820854804492,Litchfield
DW,srf,23,MN,2772238,"Zimmerman city, Minnesota",6243,17,79720,11723,906,608,4978,379,14.512253724171071,20.26269421752363,Zimmerman
DW,srf,23,CT,0904790,"Bethel CDP, Connecticut",11551,815,79500,11728,648,269,6935,924,5.6099039044238594,39.96190805990823,Bethel
DW,srf,23,VA,5167000,"Richmond city, Virginia",227171,NA,59606,2362,42324,2304,95033,337,18.630899190477656,58.16675543973482,Richmond
DW,srf,23,OR,4173700,"Tillamook city, Oregon",5215,21,53711,4198,556,189,3216,283,10.661553211888783,38.33173537871525,Tillamook
DW,srf,23,CA,0613014,"Chico city, California",102790,61,65932,2645,22151,1586,69754,1452,21.54976164996595,32.139313162759024,Chico
DW,srf,23,ID,1620710,"Dayton city, Idaho",505,132,81667,30399,13,21,485,130,2.5742574257425743,3.960396039603964,Dayton
DW,srf,23,OK,4044300,"Loyal town, Oklahoma",112,75,NA,NA,42,58,72,54,37.5,35.71428571428571,Loyal
DW,srf,23,OR,4128100,"Gaston city, Oregon",617,151,91000,56698,115,71,556,143,18.638573743922205,9.886547811993523,Gaston
DW,srf,23,OR,4124250,"Fairview city, Oregon",10515,22,78407,14914,1433,616,5425,834,13.628150261531147,48.40703756538278,Fairview
DW,srf,23,OH,3957386,"Norwood city, Ohio",19018,31,58095,6496,3655,608,14480,684,19.218634977389843,23.86160479545694,Norwood
DW,srf,23,IL,1749048,"Milford village, Illinois",1246,181,48162,8241,172,79,1161,174,13.804173354735152,6.821829855537715,Milford
DW,srf,23,VT,5010675,"Burlington city, Vermont",44646,34,64931,4027,8899,954,38367,575,19.93235676208395,14.063969896519296,Burlington
DW,srf,23,NC,3739360,"Louisburg town, North Carolina",3099,26,41813,30931,689,351,1171,298,22.23297838012262,62.213617295901905,Louisburg
DW,srf,23,WI,5506500,"Beloit city, Wisconsin",36642,77,57168,3104,5389,768,21667,831,14.707166639375579,40.868402379782765,Beloit
DW,srf,23,WI,5581325,"Two Rivers city, Wisconsin",11252,25,56236,6139,964,237,9893,329,8.567365801635265,12.077852826164232,Two Rivers
DW,srf,23,WI,5557100,"New Richmond city, Wisconsin",10158,28,78077,13186,600,256,9302,332,5.906674542232723,8.426855680252018,New Richmond
DW,srf,23,IL,1724582,"Evanston city, Illinois",77181,35,93188,5612,8168,1274,45041,1602,10.582915484380871,41.642373122918855,Evanston
DW,srf,23,TX,4848564,"Millsap town, Texas",431,142,55000,32406,83,49,321,120,19.25754060324826,25.522041763341065,Millsap
DW,srf,23,TX,4829660,"Gladewater city, Texas",6166,410,47749,5909,1863,528,3712,731,30.214077197534866,39.798897178073304,Gladewater
DW,srf,23,IL,1727702,"Franklin Park village, Illinois",18374,34,74167,7986,2681,926,6789,836,14.591270273212148,63.051050397300536,Franklin Park
DW,srf,23,VT,5082375,"West Rutland CDP, Vermont",2222,314,47381,11127,150,107,2169,310,6.750675067506751,2.3852385238523794,West Rutland
DW,srf,23,IL,1733136,"Harrisburg city, Illinois",8380,367,38937,3551,1916,372,7628,410,22.863961813842483,8.97374701670644,Harrisburg
DW,srf,23,NE,3123340,"Howells village, Nebraska",699,136,68264,9177,69,44,634,136,9.871244635193133,9.298998569384835,Howells
DW,srf,23,OR,4175150,"Turner city, Oregon",2792,473,101292,10770,94,76,2284,439,3.36676217765043,18.194842406876788,Turner
DW,srf,23,SD,4668100,"Wakonda town, South Dakota",387,98,54219,13213,67,47,361,94,17.31266149870801,6.718346253229981,Wakonda
DW,srf,23,ID,1609370,"Bonners Ferry city, Idaho",2558,21,46667,10374,477,228,2248,142,18.647380766223613,12.118842845973418,Bonners Ferry
DW,srf,23,IN,1802620,"Attica city, Indiana",3066,169,60694,10635,551,191,2963,183,17.971298108284408,3.3594259621656875,Attica
DW,srf,23,IA,1912765,"Charles City city, Iowa",7364,46,52039,11966,968,311,6240,160,13.145029875067898,15.263443780554041,Charles City
DW,srf,23,TX,4862408,"Riverside city, Texas",659,352,66607,24876,80,82,625,346,12.139605462822459,5.1593323216995515,Riverside
DW,srf,23,TN,4732640,"Harrogate city, Tennessee",4371,23,60025,5447,360,145,4091,124,8.236101578586135,6.405856783344774,Harrogate
DW,srf,23,NM,3577880,"Tijeras village, New Mexico",539,187,59219,17035,94,61,208,85,17.439703153988866,61.4100185528757,Tijeras
DW,srf,23,TX,4805000,"Austin city, Texas",958202,404,86556,1183,116285,5463,456627,3991,12.135750081924272,52.34543446997606,Austin
DW,srf,23,GA,1368796,"Sasser town, Georgia",345,121,27442,13927,44,36,234,108,12.753623188405797,32.173913043478265,Sasser
DW,srf,23,OR,4119100,"Detroit city, Oregon",102,47,58750,46098,10,10,98,46,9.803921568627452,3.9215686274509807,Detroit
DW,srf,23,KS,2041475,"Linwood city, Kansas",361,160,61211,6701,25,29,320,139,6.9252077562326875,11.357340720221615,Linwood
DW,srf,23,OH,3968560,"Roseville village, Ohio",2053,478,41486,6341,428,146,2007,468,20.847540185094985,2.2406234778373175,Roseville
DW,srf,23,MI,2642260,"Kalkaska village, Michigan",2563,323,43514,6571,671,237,2289,322,26.180257510729614,10.69059695669138,Kalkaska
DW,srf,23,OH,3985232,"Willard city, Ohio",6189,20,51846,6352,1027,378,4819,405,16.59395702052028,22.136047826789465,Willard
DW,srf,23,SC,4513600,"Cheraw town, South Carolina",5056,19,30658,12995,1626,506,2256,430,32.15981012658228,55.379746835443036,Cheraw
DW,srf,23,WI,5584525,"Wausaukee village, Wisconsin",572,122,42500,10494,152,58,502,119,26.573426573426573,12.23776223776224,Wausaukee
DW,srf,23,NC,3721360,"Enfield town, North Carolina",1967,459,19853,8735,594,230,241,137,30.19827147941027,87.74783934926283,Enfield
DW,srf,23,CA,0671568,"Shingletown CDP, California",2248,554,71225,25896,164,92,1973,545,7.295373665480427,12.233096085409258,Shingletown
DW,srf,23,IA,1974820,"Stacyville city, Iowa",488,114,57188,9260,51,42,486,116,10.450819672131148,0.4098360655737707,Stacyville
DW,srf,23,OR,4113750,"Clatskanie city, Oregon",1975,603,58304,31279,279,146,1725,575,14.126582278481012,12.658227848101262,Clatskanie
DW,srf,23,NY,3673880,"Ticonderoga CDP, New York",3399,331,49215,9165,568,265,3351,331,16.710797293321566,1.4121800529567565,Ticonderoga
DW,srf,23,IL,1751453,"Murphysboro city, Illinois",7101,265,41535,6191,1230,367,5017,399,17.321504013519224,29.347979157865083,Murphysboro
DW,srf,23,NJ,3419390,"East Orange city, New Jersey",68879,52,58659,2755,12464,1578,1194,322,18.095500805760828,98.26652535605918,East Orange
DW,srf,23,NV,3243000,"Lovelock city, Nevada",1675,364,42955,17283,311,127,911,217,18.567164179104477,45.611940298507456,Lovelock
DW,srf,23,MN,2741660,"Menahga city, Minnesota",1218,164,54167,16869,216,85,1147,161,17.733990147783253,5.829228243021348,Menahga
DW,srf,23,ND,3866980,"Riverdale city, North Dakota",182,57,86250,19421,10,10,180,56,5.4945054945054945,1.098901098901095,Riverdale
DW,srf,23,IL,1751232,"Moweaqua village, Illinois",1947,287,69583,9229,153,87,1860,289,7.858243451463791,4.468412942989218,Moweaqua
DW,srf,23,OH,3941720,"Lancaster city, Ohio",40616,118,52716,3322,6068,935,37263,733,14.939925152649202,8.255367342919044,Lancaster
DW,srf,23,NY,3667257,"Shortsville village, New York",1745,349,77639,12883,103,45,1692,349,5.902578796561605,3.03724928366762,Shortsville
DW,srf,23,NY,3673000,"Syracuse city, New York",146134,60,43584,2481,38798,2224,71915,1530,26.549605156910783,50.78831757154392,Syracuse
DW,srf,23,NY,3656814,"Pawling village, New York",2021,301,82375,15513,179,98,1397,256,8.857001484413656,30.875804057397332,Pawling
DW,srf,23,NY,3631940,"Hancock village, New York",878,187,45500,8101,184,87,805,171,20.956719817767656,8.314350797266513,Hancock
DW,srf,23,NY,3642224,"Liberty village, New York",5030,19,43594,10546,859,282,1830,479,17.077534791252486,63.618290258449306,Liberty
DW,srf,23,AL,0177880,"Union Springs city, Alabama",3341,15,24921,12056,1694,490,309,183,50.703382220891946,90.75127207422928,Union Springs
DW,srf,23,NY,3644710,"Malone village, New York",5507,17,49531,8914,1430,538,5257,135,25.9669511530779,4.539676775013618,Malone
DW,srf,23,NE,3113890,"Duncan village, Nebraska",633,245,55417,9569,9,8,581,208,1.4218009478672986,8.214849921011051,Duncan
DW,srf,23,OH,3965592,"Ravenna city, Ohio",11323,23,48221,11064,2223,489,8810,605,19.63260619977038,22.19376490329418,Ravenna
DW,srf,23,NY,3626924,"Fort Plain village, New York",2015,366,39016,5375,497,203,1832,352,24.66501240694789,9.08188585607941,Fort Plain
DW,srf,23,WI,5540875,"La Farge village, Wisconsin",750,130,34792,6556,215,99,724,129,28.666666666666668,3.4666666666666686,La Farge
DW,srf,23,NY,3671322,"Stillwater village, New York",1756,267,83281,22538,225,111,1521,258,12.813211845102506,13.382687927107057,Stillwater
DW,srf,23,NY,3627859,"Fultonville village, New York",670,210,83224,17301,76,77,622,199,11.343283582089553,7.164179104477611,Fultonville
DW,srf,23,NY,3634121,"Herkimer village, New York",6858,515,56607,11423,799,238,6152,509,11.650627004957714,10.29454651501895,Herkimer
DW,srf,23,OH,3910940,"Caldwell village, Ohio",2110,340,46250,6490,414,191,2032,339,19.620853080568722,3.6966824644549803,Caldwell
DW,srf,23,OH,3953046,"Mount Sterling village, Ohio",1890,284,59514,6567,333,173,1689,281,17.61904761904762,10.634920634920633,Mount Sterling
DW,srf,23,NJ,3476010,"Villas CDP, New Jersey",9925,590,74182,4885,1632,646,8915,594,16.443324937027707,10.176322418136024,Villas
DW,srf,23,OR,4182350,"Willamina city, Oregon",2287,428,54310,5938,291,119,1794,364,12.724092697857456,21.556624398775696,Willamina
DW,srf,23,TX,4811080,"Buda city, Texas",14997,41,105378,16595,1179,656,9570,1185,7.861572314462893,36.187237447489494,Buda
DW,srf,23,OH,3944604,"Lodi village, Ohio",2764,40,55284,10763,326,213,2609,115,11.794500723589001,5.607814761215636,Lodi
DW,srf,23,WI,5577675,"Stoughton city, Wisconsin",13091,36,73014,6591,964,359,12107,385,7.363837751126728,7.51661446795508,Stoughton
DW,srf,23,NC,3757740,"Roper town, North Carolina",502,214,20194,5649,217,181,52,50,43.22709163346614,89.64143426294821,Roper
DW,srf,23,OH,3905074,"Bellaire village, Ohio",3878,24,40650,8526,880,253,3275,182,22.69210933470861,15.549252191851465,Bellaire
DW,srf,23,IA,1938415,"Inwood city, Iowa",879,155,59632,14294,43,32,846,150,4.891922639362913,3.75426621160409,Inwood
DW,srf,23,KS,2005600,"Belleville city, Kansas",2096,147,49777,5733,228,97,1908,142,10.877862595419847,8.969465648854964,Belleville
DW,srf,23,VT,5064225,"Shelburne CDP, Vermont",6195,463,102213,10579,382,244,5668,483,6.166263115415658,8.506860371267152,Shelburne
DW,srf,23,WI,5549450,"Markesan city, Wisconsin",1292,169,62545,7841,261,109,1005,151,20.20123839009288,22.21362229102168,Markesan
DW,srf,23,NE,3133425,"Murray village, Nebraska",459,114,67500,23958,46,28,421,109,10.021786492374728,8.278867102396518,Murray
DW,srf,23,NE,3116655,"Falls City city, Nebraska",4124,15,40222,8136,534,202,3776,100,12.948593598448108,8.43840931134821,Falls City
DW,srf,23,NE,3146275,"Spencer village, Nebraska",316,56,53125,15342,34,17,300,49,10.759493670886076,5.063291139240505,Spencer
DW,srf,23,WY,5613900,"Cheyenne city, Wyoming",64795,41,74989,2964,5418,919,49130,851,8.361756308357126,24.176248167296848,Cheyenne
DW,srf,23,ND,3861860,"Petersburg city, North Dakota",131,30,53750,23171,5,5,113,28,3.816793893129771,13.74045801526718,Petersburg
DW,srf,23,WI,5567875,"Ridgeway village, Wisconsin",626,108,64943,15024,107,65,559,103,17.0926517571885,10.70287539936102,Ridgeway
DW,srf,23,WY,5683765,"Wilson CDP, Wyoming",1303,454,128981,55925,114,172,1214,436,8.749040675364544,6.830391404451262,Wilson
DW,srf,23,AZ,0457380,"Prescott city, Arizona",46054,84,66330,3451,5014,822,39435,785,10.887219351196421,14.372258652885733,Prescott
DW,srf,23,KS,2018400,"Douglass city, Kansas",1587,263,66667,7166,110,75,1412,249,6.931316950220542,11.027095148078132,Douglass
DW,srf,23,OH,3935658,"Hiram village, Ohio",1264,244,90772,17441,45,53,1026,254,3.5601265822784813,18.82911392405063,Hiram
DW,srf,23,NM,3505150,"Arroyo Seco CDP, New Mexico",1858,830,59960,17540,104,86,440,235,5.597416576964478,76.31862217438106,Arroyo Seco
DW,srf,23,CT,0918430,"Danbury city, Connecticut",86456,42,79983,5121,8795,1606,38648,2010,10.172804663643936,55.29749236605904,Danbury
DW,srf,23,OR,4137900,"Joseph city, Oregon",1048,204,48309,7269,74,44,996,206,7.061068702290077,4.961832061068705,Joseph
DW,srf,23,OH,3928476,"Franklin city, Ohio",11672,38,52966,10407,2292,613,10452,429,19.636737491432488,10.45236463331048,Franklin
DW,srf,23,OH,3981718,"Washington Court House city, Ohio",14387,30,51601,4779,2809,457,12912,286,19.524570793077086,10.252311114200324,Washington Court House
DW,srf,23,TN,4723500,"Elizabethton city, Tennessee",14375,32,44252,4396,2660,603,12541,345,18.504347826086956,12.75826086956522,Elizabethton
DW,srf,23,TN,4775000,"Trenton city, Tennessee",4202,16,32178,21143,1115,443,2357,398,26.534983341266067,43.907663017610666,Trenton
DW,srf,23,NH,3362580,"Plymouth CDP, New Hampshire",4428,556,62172,28036,308,207,3806,547,6.9557362240289065,14.046973803071367,Plymouth
DW,srf,23,TN,4740180,"La Follette city, Tennessee",7349,32,35705,8076,2165,394,6703,157,29.459790447679957,8.790311607021366,La Follette
DW,srf,23,FL,1210275,"Cape Coral city, Florida",198912,49,72474,2918,19497,2462,133222,2953,9.801821911196912,33.024654118404115,Cape Coral
DW,srf,23,NC,3713240,"Clinton city, North Carolina",8362,41,38880,5871,1930,411,2803,307,23.080602726620427,66.47931116957665,Clinton
DW,srf,23,CO,0838480,"Idledale CDP, Colorado",329,243,NA,NA,28,47,329,243,8.51063829787234,0,Idledale
DW,srf,23,MO,2971890,"Sweet Springs city, Missouri",1258,238,46974,7753,181,71,1186,235,14.3879173290938,5.723370429252782,Sweet Springs
DW,srf,23,IA,1980580,"Ventura city, Iowa",638,160,76667,10575,31,17,618,160,4.858934169278997,3.134796238244519,Ventura
